Rank,Car No,School,Team,Overall Event,Overall Dynamic,Overall Static,Cost,Design,Sales Presentation,Acceleration,Land Manuverability,Hill Climb,Rock Crawl,Endurance,Tech Penalty,Event Penalty
72,55,Universite de Sherbrooke,Universite de Sherbrooke,57.58,0.00,57.58,15.00,0.00,42.58,0.00,0.00,0.00,0.00,0.00,0.00,False,False,True, 
73,34,FIME - UANL,UANL Racing Team,56.65,0.00,56.65,8.00,0.00,48.65,0.00,0.00,0.00,0.00,0.00,0.00,False,False,True, 
74,36,City College of New York,CCNY Racing,56.27,0.00,56.27,13.00,0.00,43.27,0.00,0.00,0.00,0.00,0.00,0.00,False,False,True, 
75,90,Won Kwang Univ,Mechanism international racing,55.32,0.00,55.32,30.32,20.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,True,False,True, 
76,122,Cleveland State Univ,Vikings Racing,55.00,0.00,55.00,15.00,30.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,True,True,True, 
77,93,Toronto Metropolitan University,Toronto Metropolitan Baja Racing,53.31,0.00,53.31,7.00,0.00,46.31,0.00,0.00,0.00,0.00,0.00,0.00,False,False,True, 
78,98,NUST-School of Mechanical & Mfg Engrg,Markhor Motors,73.08,0.00,73.08,14.00,0.00,59.08,0.00,0.00,0.00,0.00,0.00,0.00,False,False,True, 
78,98,NUST-School of Mechanical & Mfg Engrg,Markhor Motors,53.08,0.00,53.08,14.00,0.00,39.08,0.00,0.00,0.00,0.00,0.00,0.00,False,False,True, 
79,66,Olivet Nazarene Univ,ONU Tiger Racing,35.00,0.00,35.00,0.00,30.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,True,True,False, 
80,29,Wentworth Inst of Tech,Leopard Racing,35.00,0.00,35.00,0.00,30.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,True,True,False, 
81,97,Univ of Ottawa,Rough Riders Racing,34.00,0.00,34.00,19.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,True, 
82,113,Mississippi State Univ,Mud Dawg Motorsports,31.00,0.00,31.00,16.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,True, 
83,109,Buffalo State College,Buffalo State Motorsports,28.00,0.00,28.00,8.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,True, 
84,104,Universidad Autonoma De Nuevo Leon,TigreMotors UANL,23.00,0.00,23.00,8.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,True, 
85,121,Clemson Univ,Tiger Racing,16.00,0.00,16.00,6.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,True, 
86,18,Middle Tennessee State Univ,MTSU motorsports,15.00,0.00,15.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,False,False,True, 
